Daytona International Speedway,2.4h of Daytona,2.4,AC,Endurance Series 2021
James Pendry
1,Jetyh
2,James Pendry
3,teepap
4,Evan
5,AwkwardPenguin
6,Callum McCarthy
7,Svensik
8,KeBjg
9,Khargi McJin
10,Stratic
DNF,LordFlipFlap
