Autodromo Nazionale di Monza,Italian GP,1.5,F1 2020,F1 League Season 2
Rust
1,Edwin Jowett
2,Rust
3,Hayashi
4,TheEpicPye
5,The Vonx
6,Macc
7,AwkwardPenguin
8,DeliriousWalrus
9,Keelbaru
10,Dennus079
11,MarkusRHansen
12,Jetyh
13,Charisarian
14,LordFlipFlap
15,DODGE26
16,Crashneck
17,Electronics
18,Fried04
19,Reece
20,qui gonn JEB
